,songlist,watch_num,sub_num,time,up,url,content
97,【洛天依翻唱】小七闲（带念白）,10.3,2608,2015-08-19,纳兰寻风,www.bilibili.com/video/av2762231?from=search&seid=5752552450412107493,"
名不正，则言不顺。
言不顺，则事不成。
事不成，则礼乐不兴。
礼乐不兴，则刑罚……
李子暄！
子不闻先生授业。
是罔顾父母希冀。
凡人皆望子为官。
余不愿为大官。
但愿为读书明理之君子。
这什么小七闲。
鄙于不屑。有辱斯文。
你是朽木不可雕。
你是孺子不可教。
出去蹲你的西风。

北平北 马驹抖雪
江南以南 诗人舟月
岭往西 漫川花懈
东来星峰登程 用异色暇接
越此山间
野寺弯着袅袅的炉烟
竹筏溪涧
牧童在岸边装个 鬼脸
也胜过千遍假情怀的诗篇

啦 啦啦啦 啦啦 我自称小七闲
啦啦啦 啦啦啦 啦啦 我写诗没人看
啦啦啦啦啦 啦啦啦 啦啦
由只身匹马天地到人间
啦啦啦啦 打油词一段
啦啦啦啦啦 啦啦啦啦 
谁不望发个腰缠万贯
且不如侃侃又有几人不会想完就算
啦 啦啦啦啦 浮云中名与权
有些得不到的想要要的拿的起的放不下的
却因此而 烦烦烦烦烦

烦~好烦~
有多烦？！我看你是神仙下凡！

采药人 移一株花
午时三刻 冲一壶茶
雨云深 神仙在说话
我卸篓走悬崖 青苔多湿滑
雷鸣电闪 有蛟龙挣断锁链
梅雨渡川 未知山那端风清云淡
也胜虚假情怀捧书自顾自怜

啦 啦啦啦 啦啦 我自称小七闲
啦啦啦 啦啦啦 啦啦 我写诗没人看
啦啦啦啦啦 啦啦啦 啦啦
由只身匹马天地到人间
啦啦啦啦 打油词一段
啦啦啦啦啦 啦啦啦啦 
谁不望发个腰缠万贯
且不如侃侃又有几人不会想完就算
啦 啦啦啦啦 浮云中名与权
有些得不到的想要要的拿的起的放不下的
也因此就 闲闲闲闲闲

你闲不闲？
我想说我比你闲你有什么好跟我拼的？
信不信了我明天就不去上班！我就这样闲嘞！
我觉得是不是我比你闲？
豁出去了！还有没有更闲？！
老板！今天的腊肉真的很咸！

终练就这一生铁肝配铁胆
管他人怎么看自己都咬紧牙关
我拖把竹椅回山中听着不老泉
云海闭眼为封
能封个小七闲"
98,【中国风原创】大唐旧梦-言和【附原创唯美PV】,10.2,1714,2015-01-29,废柴の琉璃酱,www.bilibili.com/video/av1936562?from=search&seid=3442907810557579453,"
「风景虽在，斯人已逝～惜哉！痛哉！玉环～等我！」

三江暮色 百里嘉州 
盛世锦绣 诗韵风流
自在人间 潺潺春秋 
不夜长安 四海觥筹

虎豹豺狼 胆魄尽收 
飞檐赤瓦 英雄列侯 
韶华不度 误了谁谋 
流年浮世 空月一钩 

「君不见夜来慕月祭香丘 
君不见徘徊旧燕难相留 
君不见昨日黄花伤病酒 
君不见芳魂何故陌上愁 
哈哈哈哈哈（苦笑）」

长生殿上 眉黛含羞
怕负相思 守在孤楼
轻勾往事 凝在心头 
醉罢何言 欲赋还休 

枕边残泪 若许烦愁 
君王无力 心痛何由
骊山无梦 叹尽香幽 
白绫三尺 长恨歌留 

几度浮沉 不堪回首 
流梦百转 相望凝眸
明朝有待 聚又春秋 
相觅来生 再放歌喉"
99,【洛天依原创古风】万樽言,9.8,2146,2014-10-02,没有龟壳的乌龟,www.bilibili.com/video/av1578969?from=search&seid=5752552450412107493,"执玉醅 邀月共飨
第一杯敬天地玄黄
千金樽不须辞
推杯换盏间
在座闲叙四海风光

仰入肚 心怀汤汤
第二杯祭岁月匆忙
人去后 兴未散
再独自饮琼浆
千百个是非壶中量

当年与君挥杯酣畅
道今朝拟醉疏狂
器宇如堪吞吐三江
口占七绝恣意成章

劝人莫笑稚气儿郎
击节和歌霄汉上
云飞衣衫醺然黄粱
我与卮大梦一场

倚树影 消磨暑长
落魄仙人窃酒贪凉
敬问孰可抬盏
迎我万樽言
烟云乱事皆付倾觞

闲来嗅 岸芷之芳
雅与俗并此一觚赏
月去后 雾未散
再乘兴饮琼浆
只择个逍遥弃怅惘

多少思量多少过往
纵有繁华有苍凉
但将世间风月遍尝
一人一酒唯此一香

当年我亦稚气儿郎
天竟诗才胸中藏
云飞衣衫醺然黄粱
我与我大梦一场"
100,【洛天依、乐正绫原创】流水赋【pv付】【祈音社】,9.8,1671,2016-02-22,洛劫,www.bilibili.com/video/av3924493?from=search&seid=11554333906351068358,"淡淡胭脂成魅　羞却堂前红玫
镜前徘徊玉翡　富贵华辉
绿野迷踪忘归　颦蹙迷离憔悴
独与月对相酌醅

月下思故人醉　醉与清风随 
随君共眠　抚琴难叙前世悲
暖香一缕葳蕤　栽得丹青绘
断珏再镌　引得萤光伴星辉

昔有好女，居于芳庭
喜着藕服，翡翠以簪
身柔纤细，冰肌玉骨
姽婳之人，寂寂无欢
庭有梨树，婷婷伞盖
虬枝横比，佳人常倚
银壶射月，嘴角嫣然而笑
杯中花影，眉下楚楚而泣
风卷花去，残雪留影
杯落惊月，红颜安眠

薄日斜入门扉　花架芍药香蓓
廊前衾暖细娓　旧年难悔
深闺何知思怨　墙角桃夭滴翠
自去高处独酌醅

流水遇花香醉　醉卧良人寐
寐中盈泪　陌上新桑知是谁
锦衣难掩心碎　小窗羞画眉
邀月还酹　落花蕴情本无归

流水遇花香醉　醉卧良人寐
寐中盈泪　陌上新桑知是谁
锦衣难掩心碎　小窗羞画眉
邀月还酹　落花蕴情本无归"
101,【心华】· 咏春 ·【折v】,9.6,3032,2015-07-03,折折折折v,www.bilibili.com/video/av2518369?from=search&seid=3442907810557579453,"拾一片落叶仰望新旧交叠
嫩绿自梢头微微微微露脸
被清风忽略花开得犹豫不决
独徘徊等你等你等你的一切
洒一地斑驳阳光穿过新叶
心事空流转思念渐渐倾斜
草长莺飞慰籍孤单的残雪
放开手让寒冷胆怯

日高悬风拂面留下丝丝温暖
别辜负眼前季节
花踌躇柳轻叹敢问情何以堪
徒伤悲青春年月
春知晓梦不觉恰似你我那年
不经事却说离别
燕归来莺语乱谁在歌咏春天
眼清澈笑容无邪

拾一片落叶仰望新旧交叠
嫩绿自梢头微微露脸
被清风忽略花开得犹豫不决
独徘徊等你等你的一切
许一个心愿忘记忧伤情节
闭上眼合十双手默默叨念
阳光映在眼睑我不再拒绝
暖暖的暖暖的补心里空缺
云淡淡天很蓝思绪慢慢走远
春光细细流淌幸福漫过指尖
是谁在看风景她又被谁看见
谁转身微微笑谁的心事释然
洒一地斑驳阳光穿过新叶
心事空流转思念渐渐倾斜
草长莺飞慰籍孤单的残雪
放开手让寒冷胆怯

日高悬风拂面留下丝丝温暖
别辜负眼前季节
花踌躇柳轻叹敢问情何以堪
徒伤悲青春年月
春知晓梦不觉恰似你我那年
不经事却说离别
燕归来莺语乱谁在歌咏春天
眼清澈笑容无邪

春知晓梦不觉恰似你我那年
不经事却说离别
燕归来莺语乱谁在歌咏春天
眼清澈笑容无邪

是谁在歌咏春天"
102,【乐正绫翻唱】叙世【Coin原创音乐工作室】【龙绫/剧情PV付/古风戏腔】,9.5,1889,2016-01-23,PTX,www.bilibili.com/video/av3643165?from=search&seid=5752552450412107493,"清：
这故事曾全作笑谈说
楚馆灯影里有几过客
她抚下琴音洒落
落他舟上此为她停泊

Aki/清和】：
窗外春光煦煦正温和
执青螺为她眉梢勾勒
她哼着未名短歌
若此定格能百年成说

清/Aki和】：
灯花渐弱似流星陨落
韶光流年都束之高阁
她寒夜细数更漏痴笑着
明朝按新词流霞共酌

Aki/清和】：
留下笔墨他已不记得 
她还梦里哭着呢喃着
那回忆尽头似白纸染墨
恍然中啊他欠她一诺

清：
芙蓉对镜簪三两朵
温酒已在炉上煨热
他为赴荣华怎会来喝
她还难择今日浓妆淡抹

Aki:
待浮华随夕阳隐没
她妆容半残乌云微堕
看棠花飞散凭栏独坐
天际一只伶仃寒鸦过

清：
她环着无望自楼台坠落
行人说漫天泛出桃花色
几度流连不愿放手洒脱
却如此诠释半生执着


Aki：
将烬星火是否太炽热
明日黄花会开败阡陌
清：
晚风一遍遍替她述说
谁还记得谁能一笑而过

戏：（Aki）
公子呀 
可见石阶已覆满苔霜
鸿雁几渡这青天一方
十年来成全春闺梦一场 
为何落个玉损消香 
（却落个玉损消香 ）"
103,【洛天依X洛亦天】月下 [原创PV付]【龙皇漫音社】,9.4,3622,2013-12-22,优阳炒鸽,www.bilibili.com/video/av881693?from=search&seid=5752552450412107493,"
月光靜寂 漫灑在 那河源的垂柳
伊人輕 含淒淚 演奏悲歌一兩首
漫長月夜 她等郎 在大河的流口
盼望着 苦情人 今歸舟

微風幽幽 靜靜吹 拂動了柳枝頭
那波瀾 絲不驚 絕情一江向東流
源頭方向 孤聲寂 無人回耳畔夢
剩一人 輕拭淚 眼朦

無人思起源頭的月下歌奏
在柳樹下伊人為什麼盼首
一陣風 吹亂愁
總角之宴時邀今生共相擁

輕執二胡拉動那悲傷一首
默默虛等紅塵已愁白了頭
痴心中 三十年頭
月下伊人等在河源口

桂華靜候 在這座 煙雨籠罩的樓
潮打盡 喚不醒 一城的殘花敗柳
王謝堂前 燕子又 飛向誰家牆頭
月如鈎 劃破了 誰笑容

偶爾也會 想起那 閣樓中的輕奏
看一曲 千秋歲 如何碎了這長秋
鉛華洗盡 後的你 是否眉目依舊
周公蝶 入了誰 的夢中

忘不掉的是那剎那的回眸
換了痴人須臾爛柯的守候
蒼梧墜 赤水流
青絲曾幾何時已變了白首

但願與你共飲下這杯毒酒
如同罌粟般墜落無盡冥幽
三生夢 忘川河中
你再次依偎在我胸口"
104,洛天依挑战最佳演唱的「锦鲤抄」,9.2,1987,2013-09-28,yoyo幫尼,www.bilibili.com/video/av774560?from=search&seid=5752552450412107493,"
蟬聲陪伴著行雲流浪
回憶開始後安靜遙望遠方
荒草覆沒的古井枯塘
勻散一縷過往
晨曦驚擾了陌上新桑
風捲起庭前落花穿過迴廊
濃墨追逐著情緒流淌
染我素衣白裳
陽光微涼 琴弦微涼
風聲疏狂 人間倉皇
呼吸微涼 心事微涼
流年匆忙 對錯何妨

你在塵世中輾轉了千百年
卻只讓我看你最後一眼
火光描摹容顏燃盡了時間
別留我一人 孑然一身
凋零在夢境裡面

螢火蟲願將夏夜遺忘
如果終究要揮別這段時光
裙袂不經意沾了荷香
從此墜入塵網
屐齒輕踩著燭焰搖晃
所有喧囂沉默都描在畫上
從驚蟄一路走到霜降
淚水凝成詩行
燈花微涼 筆鋒微涼
難繪虛妄 難解惆悵
夢境微涼 情節微涼
迷離幻象 重疊憂傷

原來訣別是因為深藏眷戀
你用輪迴換我枕邊月圓
我願記憶停止在枯瘦指尖
隨繁花褪色塵埃散落
漸漸地 漸漸擱淺

多年之後 我又夢到那天
畫面遙遠 恍惚細雨綿綿
如果來生太遠寄不到諾言
不如學著放下許多執念
以這斷句殘篇向歲月弔唁
老去的當年 水色天邊
有誰將悲歡收殮

蟬聲陪伴著行雲流浪 回憶的遠方﻿"
105,【洛天依】燕地离歌,9.2,2102,2013-10-20,吾不禁英俊地笑了起来,www.bilibili.com/video/av803462?from=search&seid=5752552450412107493,"秋风萧瑟天气凉
草木摇落露为霜
群燕辞归雁南翔
念君客游多思肠
慊慊思归恋故乡(恋故乡）
君何淹留寄他方（他方）
贱妾茕茕守空房
忧来思君不敢忘
不觉泪下沾衣裳
援琴鸣弦发清商
短歌微吟不能长
明月皎皎照我床
援琴鸣弦发清商（展转不寐）
短歌微吟不能长（披衣彷徨）
俯视滟滟清水波（彷徨忽已久） 
仰看皎皎明月光（白露沾我裳）
星汉西流夜未央
牵牛织女遥相望
愿飞安得翼
欲济河无梁"
106,【洛天依原创曲】月夜秋【PV付】,9.1,2520,2012-10-08,小爱P,www.bilibili.com/video/av371271?from=search&seid=5752552450412107493,"一月掛林間 指尖輕點窗沿
舉杯邀明月 再嘆月兒圓
明月又成盤 故人何時才還
獨飲月下成歡
細雨獨呢喃 心兒千迴百轉
院中無人看 再無一晌歡
天街秋雨染 遠處腳步低嘆
驀然回首隻剩淚彎彎
輕笑再輕嘆 陰晴圓缺難
牢記再不換 此為對訴情怨
溫香軟玉 與卿歌一曲
小林石板 君醉早還

月兒明 星兒稀 我誓與君不分離
笑往昔 不珍惜 如今只怕獨孤寂
輕抬臂 怕君去 又恐十年再伶仃
明月里 於君惜 再嘆一曲無別離

一月掛林間 指尖輕點窗沿
舉杯邀明月 再嘆月兒圓
明月又成盤 故人何時才還
獨飲月下成歡
細雨獨呢喃 心兒千迴百轉
院中無人看 再無一晌歡
天街秋雨染 遠處腳步低嘆
驀然回首隻剩淚彎彎
濁酒送夏殘 秋風似微寒
細雨直撲面 再念起笑顏
不現不見 月兒輕掛念
冷冷淡淡 一夢迴環

青石板 月微黯 月下形影疊成三
想當年 下雪天 緊緊相擁不知寒
酒杯乾 再斟滿 今次不醉絕不還
望君憐 春風面 只為君再笑開顏
青石板 月微黯 月下形影疊成三
想當年 下雪天 緊緊相擁不知寒
酒杯乾 再斟滿 今次不醉絕不還
望君憐 春風面 只為君再笑開顏
"
107,【古风原创曲】莺啼序-洛天依【原创PV附】,9,2132,2014-11-25,废柴の琉璃酱,www.bilibili.com/video/av1745357?from=search&seid=5752552450412107493,"
不知岁月如梭 奈何荏苒过
寒蝉没 月瞅窗前 尚有星河陨落
夜正寒 黄莺静待 子规幽咽声声寞
青绾弱 深夜无言 沉吟未果

浩浩银河 痛饮高歌 玉蟾盘天卧
遮望眼 天上人间 忽而一羽飞鹤
卷珠帘 泪眼婆娑 人未还 思情脉脉
灯花落 满怀愁绪 红笺点墨

相思谁托 残烛摇影 夜来风雨络
寂寞轻酌 缘聚缘散 死生相错
琴音美酒 沧桑世上 如梦浮生又几多
醒时却见 夜寒江风瑟瑟

浩浩银河 痛饮高歌 玉蟾盘天卧
遮望眼 天上人间 忽而一羽飞鹤
卷珠帘 泪眼婆娑 人未还 思情脉脉
灯花落 满怀愁绪 红笺点墨

相思谁托 残烛摇影 夜来风雨络
寂寞轻酌 缘聚缘散 死生相错
琴音美酒 沧桑世上 如梦浮生又几多
醒时却见 夜寒江风瑟瑟　　

垂柳婀娜 新雨拂绰 一夜寒风过
不见枯荷 妙舞清歌 烦愁尽去百花来贺
酒醉蓬莱 旭日风和 万顷烟波一渔蓑
可叹痴心 几度引来尘客
"
108,【Days-Wing翼X折V】‘夜莺’-民国风（心华，TravelDays),9,1257,2015-10-31,Days的Wing翼,www.bilibili.com/video/av3144436?from=search&seid=15651626936883667372,"
教堂镶彩色玻璃窗
窗沿是青砖砌墙
墙外的车马如水转
转身谁在长夜呢喃
夜色灯阑珊　良宵皆尽欢
觥筹交错间　梦回乡水暖

玫瑰般美丽夜莺　婉转歌颂
喧嚣不夜城中
华灯上杯光魅影　歌舞升平
笑迎千百次相逢
时常在恍惚之间　感慨万千
繁华迷了双眼
焉然回首昨天已经越走越远
沧桑布满脸

春季到来绿满穹　姑娘绣鸳鸯
夏季到来柳丝长
少年却已漂泊到长江

记忆中泥巴抹的墙
墙上青葱爬满了窗
田间稻花香　蜿蜒小道宽
闯荡岁月长　步履皆蹒跚

抬头看星光灿烂　月色皎洁
流星划过天边
回头想灯红酒绿　繁华璀璨
随波逐流那时间
转眼间落花水流　韶然已逝
徒留片地春风
往日幻化成空时光把人捉弄

麻石铺巷子里面　小小世界
疯狂肆意少年
闯荡在城市之间　繁华迷眼
模糊记忆中笑脸
轮回著四季变迁　沉淀想念
回味她的腼腆
仲夏的不眠夜独自将凉茶添
苦涩透著甜"
109,【洛天依原创】两小无猜【PV付】,8.9,1047,2017-03-08,没有龟壳的乌龟,www.bilibili.com/video/av9043148?from=search&seid=5752552450412107493,"
上花轿 过石桥 心儿跳 面儿娇
看芭蕉 夹竹桃 小小新娘睡着了
过石桥 等花轿 小小新郎蹦蹦跳
等你（我）来把我（你）的红纱揭掉

青梅竹马白头老 鸳鸯戏水找不到
你在何方 是否在那等我
两小无猜齐眉老 蒹葭苍苍都找到
我已在这 等你找到我

下花轿 绕三道 花儿笑 鸟儿叫
桃花飘 缓步摇 小小新娘进门了
迎花轿 美人抱 小小新郎喜气绕
一起步入府中把堂拜好

青梅竹马白头老 鸳鸯戏水找不到
我找到你 你对我微微笑
两小无猜齐眉老 蒹葭苍苍都找到
你找到我 对我笑一笑

青梅竹马白头老 鸳鸯戏水找不到 
永结同心 你只对我最好
两小无猜齐眉老 蒹葭苍苍都找到
此情不老 一辈子……
就好"
